DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2019-Q1,1235028.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2019-Q2,1231224.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2019-Q3,1237270.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2019-Q4,1240720.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2020-Q1,1199046.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2020-Q2,963040.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2020-Q3,1163915.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2020-Q4,1222803.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2021-Q1,1264386.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P61,EU27_2020,2021-Q2,1318082.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1995-Q1,91645.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1995-Q2,91731.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1995-Q3,93509.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1995-Q4,95815.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1996-Q1,98347.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1996-Q2,98893.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1996-Q3,100923.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1996-Q4,103523.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1997-Q1,107060.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1997-Q2,110136.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1997-Q3,115043.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1997-Q4,117021.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1998-Q1,119604.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1998-Q2,121349.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1998-Q3,124572.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1998-Q4,123830.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1999-Q1,125731.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1999-Q2,130082.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1999-Q3,134749.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,1999-Q4,138928.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2000-Q1,148107.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2000-Q2,155148.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2000-Q3,160573.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2000-Q4,167983.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2001-Q1,166744.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2001-Q2,169359.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2001-Q3,169242.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2001-Q4,170546.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2002-Q1,172478.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2002-Q2,174076.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2002-Q3,175135.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2002-Q4,176201.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2003-Q1,173664.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2003-Q2,174542.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2003-Q3,176942.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2003-Q4,180589.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2004-Q1,185672.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2004-Q2,189516.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2004-Q3,193416.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2004-Q4,197248.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2005-Q1,201253.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2005-Q2,203808.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2005-Q3,210299.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2005-Q4,216722.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2006-Q1,224497.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2006-Q2,229839.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2006-Q3,231577.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2006-Q4,238964.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2007-Q1,243808.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2007-Q2,250151.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2007-Q3,255603.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2007-Q4,260276.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2008-Q1,266985.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2008-Q2,269639.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2008-Q3,270964.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2008-Q4,267110.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2009-Q1,250664.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2009-Q2,246265.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2009-Q3,246665.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2009-Q4,250020.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2010-Q1,259085.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2010-Q2,268374.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2010-Q3,272990.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2010-Q4,277893.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2011-Q1,282009.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2011-Q2,285667.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2011-Q3,290966.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2011-Q4,297056.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2012-Q1,301732.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2012-Q2,307481.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2012-Q3,312009.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2012-Q4,312423.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2013-Q1,314952.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2013-Q2,319657.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2013-Q3,325927.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2013-Q4,331431.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2014-Q1,337142.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2014-Q2,344613.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2014-Q3,353539.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2014-Q4,361063.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2015-Q1,378418.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2015-Q2,378862.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2015-Q3,382753.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2015-Q4,388914.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2016-Q1,387395.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2016-Q2,389507.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2016-Q3,399266.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2016-Q4,405889.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2017-Q1,416057.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2017-Q2,427080.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2017-Q3,431527.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2017-Q4,441941.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2018-Q1,448199.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2018-Q2,453836.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2018-Q3,466498.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2018-Q4,475798.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2019-Q1,484815.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2019-Q2,497061.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2019-Q3,505525.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2019-Q4,501795.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2020-Q1,478288.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2020-Q2,380676.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2020-Q3,407332.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2020-Q4,429418.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2021-Q1,431415.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P62,EU27_2020,2021-Q2,450398.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1995-Q1,411081.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1995-Q2,420694.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1995-Q3,423902.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1995-Q4,431586.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1996-Q1,437117.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1996-Q2,439115.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1996-Q3,442989.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1996-Q4,457669.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1997-Q1,469455.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1997-Q2,482384.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1997-Q3,499741.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1997-Q4,511463.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1998-Q1,525350.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1998-Q2,527769.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1998-Q3,528764.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1998-Q4,528327.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1999-Q1,534247.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1999-Q2,552034.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1999-Q3,575969.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,1999-Q4,601396.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2000-Q1,637326.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2000-Q2,670388.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2000-Q3,701680.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2000-Q4,735965.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2001-Q1,713105.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2001-Q2,716403.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2001-Q3,702943.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2001-Q4,687423.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2002-Q1,690599.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2002-Q2,699931.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2002-Q3,696516.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2002-Q4,709259.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2003-Q1,713697.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2003-Q2,700649.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2003-Q3,705207.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2003-Q4,723880.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2004-Q1,731815.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2004-Q2,770335.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2004-Q3,787972.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2004-Q4,804057.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2005-Q1,808516.7,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2005-Q2,838761.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2005-Q3,871115.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2005-Q4,902350.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2006-Q1,937962.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2006-Q2,961043.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2006-Q3,976795.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2006-Q4,1006528.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2007-Q1,1023261.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2007-Q2,1043362.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2007-Q3,1070024.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2007-Q4,1099303.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2008-Q1,1124190.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2008-Q2,1136402.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2008-Q3,1148459.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2008-Q4,1047226.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2009-Q1,920102.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2009-Q2,888537.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2009-Q3,917195.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2009-Q4,938138.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2010-Q1,986203.9,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2010-Q2,1060694.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2010-Q3,1085304.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2010-Q4,1114680.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2011-Q1,1167261.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2011-Q2,1178710.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2011-Q3,1182633.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2011-Q4,1174197.2,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2012-Q1,1197200.5,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2012-Q2,1195828.1,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2012-Q3,1199673.6,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2012-Q4,1189694.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2013-Q1,1183366.3,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2013-Q2,1185080.4,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2013-Q3,1204743.0,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2013-Q4,1208436.8,
ESTAT:NAMQ_10_GDP(1.0),11/11/21 11:00:00,Q,CP_MEUR,SCA,P7,EU27_2020,2014-Q1,1215901.1,
